count_nintendo_games,name_column,platform_column,year_game,genre_column,transform_date
56,BIG BRAIN ACADEMY,DS,2005,Misc,2023-08-25
57,DONKEY KONG COUNTRY RETURNS,Wii,2010,Platform,2023-08-25
58,THE LEGEND OF ZELDA,NES,1986,Action,2023-08-25
59,POKÉMON EMERALD VERSION,GBA,2004,Role-Playing,2023-08-25
60,POKÉMON CRYSTAL VERSION,GB,2000,Role-Playing,2023-08-25
61,SUPER MARIO SUNSHINE,GC,2002,Platform,2023-08-25
62,DRAGON QUEST IX: SENTINELS OF THE STARRY SKIES,DS,2009,Role-Playing,2023-08-25
63,TETRIS,NES,1988,Puzzle,2023-08-25
64,SUPER SMASH BROS.,N64,1999,Fighting,2023-08-25
65,SUPER MARIO ADVANCE,GBA,2001,Platform,2023-08-25
66,MARIO KART: SUPER CIRCUIT,GBA,2001,Racing,2023-08-25
67,SUPER MARIO WORLD,GBA,2001,Platform,2023-08-25
68,POKEMON STADIUM,N64,1999,Strategy,2023-08-25
69,DR. MARIO,GB,1989,Puzzle,2023-08-25
70,POKEMON PINBALL,GB,1999,Misc,2023-08-25
71,DONKEY KONG 64,N64,1999,Platform,2023-08-25
72,PROFESSOR LAYTON AND THE CURIOUS VILLAGE,DS,2007,Puzzle,2023-08-25
73,SUPER MARIO BROS. 3,GBA,2003,Platform,2023-08-25
74,NEW SUPER MARIO BROS. U,WiiU,2012,Platform,2023-08-25
75,SUPER MARIO LAND 3: WARIO LAND,GB,1994,Platform,2023-08-25
76,THE LEGEND OF ZELDA: PHANTOM HOURGLASS,DS,2007,Action,2023-08-25
77,DONKEY KONG COUNTRY 2: DIDDY'S KONG QUEST,SNES,1995,Platform,2023-08-25
78,TOMODACHI LIFE,3DS,2013,Simulation,2023-08-25
79,KIRBY'S DREAM LAND,GB,1992,Platform,2023-08-25
80,SUPER MARIO BROS.,GB,1999,Platform,2023-08-25
81,SUPER SMASH BROS. FOR WII U AND 3DS,WiiU,2014,Fighting,2023-08-25
82,LINK'S CROSSBOW TRAINING,Wii,2007,Shooter,2023-08-25
83,POKEMON MYSTERY DUNGEON: EXPLORERS OF TIME/EXPLORERS OF DARKNESS,DS,2007,Role-Playing,2023-08-25
84,DIDDY KONG RACING,N64,1997,Racing,2023-08-25
85,DR. MARIO,NES,1990,Puzzle,2023-08-25
86,ANIMAL CROSSING: CITY FOLK,Wii,2008,Simulation,2023-08-25
87,THE LEGEND OF ZELDA: A LINK TO THE PAST,SNES,1991,Action,2023-08-25
88,THE LEGEND OF ZELDA: THE WIND WAKER,GC,2002,Action,2023-08-25
89,LUIGI'S MANSION: DARK MOON,3DS,2013,Action,2023-08-25
90,SPLATOON,WiiU,2015,Shooter,2023-08-25
91,NINTENDO LAND,WiiU,2012,Misc,2023-08-25
92,ZELDA II: THE ADVENTURE OF LINK,NES,1987,Adventure,2023-08-25
93,SUPER MARIO 3D WORLD,WiiU,2013,Platform,2023-08-25
94,THE LEGEND OF ZELDA: OCARINA OF TIME,3DS,2011,Action,2023-08-25
95,EXCITEBIKE,NES,1984,Racing,2023-08-25
96,SUPER MARIO WORLD 2: YOSHI'S ISLAND,SNES,1995,Platform,2023-08-25
97,THE LEGEND OF ZELDA: SKYWARD SWORD,Wii,2011,Action,2023-08-25
98,STAR FOX 64,N64,1997,Shooter,2023-08-25
99,GOLF,NES,1984,Sports,2023-08-25
100,PROFESSOR LAYTON AND THE DIABOLICAL BOX,DS,2007,Puzzle,2023-08-25
101,DONKEY KONG LAND,GB,1994,Platform,2023-08-25
102,MONSTER HUNTER 4 ULTIMATE,3DS,2014,Role-Playing,2023-08-25
103,FLASH FOCUS: VISION TRAINING IN MINUTES A DAY,DS,2007,Misc,2023-08-25
104,THE LEGEND OF ZELDA: LINK'S AWAKENING,GB,1992,Action,2023-08-25
105,MARIO & LUIGI: BOWSER'S INSIDE STORY,DS,2009,Role-Playing,2023-08-25
106,BIG BRAIN ACADEMY: WII DEGREE,Wii,2007,Misc,2023-08-25
107,NINTENDOGS + CATS,3DS,2011,Simulation,2023-08-25
108,SUPER PAPER MARIO,Wii,2007,Platform,2023-08-25
109,POKÉMON TRADING CARD GAME,GB,1998,Strategy,2023-08-25
110,FRIEND COLLECTION,DS,2009,Misc,2023-08-25
111,BANJO-KAZOOIE,N64,1998,Platform,2023-08-25
112,POKEMON SNAP,N64,1999,Simulation,2023-08-25
113,LUIGI'S MANSION,GC,2001,Action,2023-08-25
114,DONKEY KONG COUNTRY 3: DIXIE KONG'S DOUBLE TROUBLE!,SNES,1996,Platform,2023-08-25
115,KUNG FU,NES,1985,Action,2023-08-25
116,CLUBHOUSE GAMES,DS,2006,Misc,2023-08-25
117,F-1 RACE,GB,1990,Racing,2023-08-25
118,THE LEGEND OF ZELDA: SPIRIT TRACKS,DS,2009,Action,2023-08-25
119,THE LEGEND OF ZELDA: MAJORA'S MASK,N64,2000,Action,2023-08-25
120,PROFESSOR LAYTON AND THE UNWOUND FUTURE,DS,2008,Puzzle,2023-08-25
121,ENGLISH TRAINING: HAVE FUN IMPROVING YOUR SKILLS!,DS,2006,Misc,2023-08-25
122,MARIO PARTY 9,Wii,2012,Misc,2023-08-25
123,WII MUSIC,Wii,2008,Misc,2023-08-25
124,YOKAI WATCH 2 GANSO/HONKE,3DS,2014,Role-Playing,2023-08-25
125,BASEBALL,NES,1983,Sports,2023-08-25
126,KILLER INSTINCT,SNES,1995,Fighting,2023-08-25
127,SUPER MARIO MAKER,WiiU,2015,Platform,2023-08-25
128,RHYTHM HEAVEN,DS,2008,Misc,2023-08-25
129,ANIMAL CROSSING,GC,2001,Simulation,2023-08-25
130,STAR WARS EPISODE I RACER,N64,1999,Racing,2023-08-25
131,PERSONAL TRAINER: COOKING,DS,2006,Misc,2023-08-25
132,THE LEGEND OF ZELDA: A LINK BETWEEN WORLDS,3DS,2013,Action,2023-08-25
133,DONKEY KONG,GB,1994,Platform,2023-08-25
134,MIKE TYSON'S PUNCH-OUT!!,NES,1987,Fighting,2023-08-25
135,STAR FOX,SNES,1993,Shooter,2023-08-25
136,ANIMAL CROSSING: HAPPY HOME DESIGNER,3DS,2015,Simulation,2023-08-25
137,KIRBY SUPER STAR ULTRA,DS,2008,Platform,2023-08-25
138,WAVE RACE 64,N64,1996,Racing,2023-08-25
139,WARIOWARE: SMOOTH MOVES,Wii,2006,Puzzle,2023-08-25
140,SUPER MARIO WORLD 2: YOSHI'S ISLAND,GBA,2002,Platform,2023-08-25
141,F-ZERO,SNES,1990,Racing,2023-08-25
142,YOSHI'S STORY,N64,1997,Platform,2023-08-25
143,METROID PRIME,GC,2002,Shooter,2023-08-25
144,YOSHI'S ISLAND DS,DS,2006,Platform,2023-08-25
145,PROFESSOR LAYTON AND THE LAST SPECTER,DS,2009,Puzzle,2023-08-25
146,MONSTER HUNTER TRI,3DS,2011,Role-Playing,2023-08-25
147,MARIO PAINT,SNES,1992,Misc,2023-08-25
148,POKÉMON STADIUM 2,N64,2000,Strategy,2023-08-25
149,METROID,NES,1986,Action,2023-08-25
150,THE LEGEND OF ZELDA: A LINK TO THE PAST,GBA,2002,Action,2023-08-25
151,MARIO PARTY,N64,1998,Misc,2023-08-25
152,MARIO VS. DONKEY KONG: MINI-LAND MAYHEM!,DS,2010,Puzzle,2023-08-25
153,SUPER MARIO BROS.: THE LOST LEVELS,NES,1986,Platform,2023-08-25
154,STAR WARS: SHADOWS OF THE EMPIRE,N64,1996,Action,2023-08-25
155,MARIO STRIKERS CHARGED,Wii,2007,Sports,2023-08-25
156,STYLE SAVVY,DS,2008,Simulation,2023-08-25
157,SUPER MARIO ALL-STARS: LIMITED EDITION,Wii,2010,Platform,2023-08-25
158,ART ACADEMY,DS,2010,Misc,2023-08-25
159,POKÉMON COLOSSEUM,GC,2003,Role-Playing,2023-08-25
160,PERFECT DARK,N64,2000,Action,2023-08-25
161,MARIO PARTY 2,N64,1999,Misc,2023-08-25
162,MARIO PARTY 4,GC,2002,Misc,2023-08-25
163,ICE HOCKEY,NES,1988,Sports,2023-08-25
164,PRO WRESTLING,NES,1987,Fighting,2023-08-25
165,KIRBY'S DREAM LAND 2,GB,1995,Platform,2023-08-25
166,DONKEY KONG LAND II,GB,1996,Platform,2023-08-25
167,THE LEGEND OF ZELDA: MAJORA'S MASK 3D,3DS,2015,Action,2023-08-25
168,MARIO TENNIS,N64,2000,Sports,2023-08-25
169,WARIOWARE TOUCHED!,DS,2004,Puzzle,2023-08-25
170,POKEMON RANGER: SHADOWS OF ALMIA,DS,2008,Role-Playing,2023-08-25
171,MARIO BROS.,NES,1983,Platform,2023-08-25
172,PAPER MARIO: STICKER STAR,3DS,2012,Role-Playing,2023-08-25
173,KIRBY: NIGHTMARE IN DREAM LAND,GBA,2002,Platform,2023-08-25
174,WARIO LAND 4,GBA,2001,Platform,2023-08-25
175,PAPER MARIO: THE THOUSAND-YEAR DOOR,GC,2004,Role-Playing,2023-08-25
176,MONSTER HUNTER TRI,Wii,2009,Role-Playing,2023-08-25
177,NEW SUPER LUIGI U,WiiU,2013,Platform,2023-08-25
178,THE LEGEND OF ZELDA: LINK'S AWAKENING DX,GB,1998,Adventure,2023-08-25
179,WARIO LAND 3,GB,2000,Platform,2023-08-25
180,KIRBY'S PINBALL LAND,GB,1992,Misc,2023-08-25
181,DONKEY KONG COUNTRY,GB,2000,Platform,2023-08-25
182,POKEMON RANGER,DS,2006,Role-Playing,2023-08-25
183,MARIO & LUIGI: SUPERSTAR SAGA,GBA,2003,Role-Playing,2023-08-25
184,STAR WARS: ROGUE SQUADRON,N64,1998,Simulation,2023-08-25
185,TENNIS,NES,1984,Sports,2023-08-25
186,VOLLEYBALL,NES,1987,Sports,2023-08-25
187,SUPER MARIO RPG: LEGEND OF THE SEVEN STARS,SNES,1996,Role-Playing,2023-08-25
188,MAHJONG,NES,1983,Misc,2023-08-25
189,R.C. PRO-AM,NES,1988,Racing,2023-08-25
190,TETRIS DS,DS,2006,Puzzle,2023-08-25
191,KIRBY'S EPIC YARN,Wii,2010,Platform,2023-08-25
192,GOLF,GB,1989,Sports,2023-08-25
193,MARIO SPORTS MIX,Wii,2010,Sports,2023-08-25
194,MARIO PARTY 5,GC,2003,Misc,2023-08-25
195,POKEMON MYSTERY DUNGEON: RED/BLUE RESCUE TEAM,GBA,2005,Role-Playing,2023-08-25
196,MARIO & LUIGI: DREAM TEAM,3DS,2013,Role-Playing,2023-08-25
197,POKÉMON MYSTERY DUNGEON: BLUE RESCUE TEAM,DS,2005,Role-Playing,2023-08-25
198,DONKEY KONG COUNTRY,GBA,2003,Platform,2023-08-25
199,1080°: TENEIGHTY SNOWBOARDING,N64,1998,Sports,2023-08-25
200,FIRE EMBLEM: AWAKENING,3DS,2012,Role-Playing,2023-08-25
201,SUPER STREET FIGHTER II,SNES,1993,Fighting,2023-08-25
202,TENNIS,GB,1989,Sports,2023-08-25
203,SIMCITY,SNES,1991,Simulation,2023-08-25
204,RAD RACER,NES,1986,Racing,2023-08-25
205,SOCCER,NES,1985,Sports,2023-08-25
206,KIRBY SQUEAK SQUAD,DS,2006,Platform,2023-08-25
207,ALLEYWAY,GB,1989,Puzzle,2023-08-25
208,TETRIS DX,GB,1998,Puzzle,2023-08-25
209,MARIO SUPER SLUGGERS,Wii,2008,Sports,2023-08-25
210,THE LEGEND OF ZELDA: ORACLE OF AGES,GB,2001,Action,2023-08-25
211,MARIO PARTY 3,N64,2000,Misc,2023-08-25
212,YOKAI WATCH,3DS,2013,Role-Playing,2023-08-25
213,STAR FOX ADVENTURES,GC,2002,Adventure,2023-08-25
214,DONKEY KONG COUNTRY RETURNS,3DS,2013,Platform,2023-08-25
215,THE LEGEND OF ZELDA: ORACLE OF SEASONS,GB,2001,Adventure,2023-08-25
216,MARIO PARTY: ISLAND TOUR,3DS,2013,Misc,2023-08-25
217,PINBALL,NES,1984,Action,2023-08-25
218,"HEY YOU, PIKACHU!",N64,1998,Simulation,2023-08-25
219,KIRBY: TRIPLE DELUXE,3DS,2014,Platform,2023-08-25
220,METROID PRIME 3: CORRUPTION,Wii,2007,Shooter,2023-08-25
221,DRAGON QUEST VI: REALMS OF REVELATION,DS,2010,Role-Playing,2023-08-25
222,PROFESSOR LAYTON AND THE MASK OF MIRACLE,3DS,2011,Puzzle,2023-08-25
223,THE LEGEND OF ZELDA: THE WIND WAKER,WiiU,2013,Action,2023-08-25
224,WII PARTY U,WiiU,2013,Misc,2023-08-25
225,KIRBY 64: THE CRYSTAL SHARDS,N64,2000,Platform,2023-08-25
226,METROID II: RETURN OF SAMUS,GB,1991,Adventure,2023-08-25
227,GOLDEN SUN,GBA,2001,Role-Playing,2023-08-25
228,KID ICARUS,NES,1986,Platform,2023-08-25
229,YOSHI,NES,1991,Puzzle,2023-08-25
230,KIRBY'S ADVENTURE,NES,1993,Platform,2023-08-25
231,CRUIS'N USA,N64,1996,Racing,2023-08-25
232,KANSHUU NIPPON JOUSHIKIRYOKU KENTEI KYOUKAI: IMASARA HITO NI WA KIKENAI OTONA NO JOUSHIKIRYOKU TRAINING DS,DS,2006,Misc,2023-08-25
233,PERSONAL TRAINER: MATH,DS,2007,Puzzle,2023-08-25
234,KIRBY'S RETURN TO DREAMLAND,Wii,2011,Platform,2023-08-25
235,YOSHI'S COOKIE,GB,1992,Puzzle,2023-08-25
236,METROID FUSION,GBA,2002,Action,2023-08-25
237,MARIO PARTY 6,GC,2004,Misc,2023-08-25
238,SUPER SCOPE 6,SNES,1991,Shooter,2023-08-25
239,KIRBY & THE AMAZING MIRROR,GBA,2004,Platform,2023-08-25
240,PIKMIN,GC,2001,Strategy,2023-08-25
241,MARIO HOOPS 3 ON 3,DS,2006,Sports,2023-08-25
242,KIRBY AIR RIDE,GC,2003,Racing,2023-08-25
243,POKEMON BATTLE REVOLUTION,Wii,2006,Role-Playing,2023-08-25
244,BASEBALL,GB,1989,Sports,2023-08-25
245,SUPER MARIO STRIKERS,GC,2005,Sports,2023-08-25
246,THE LEGEND OF ZELDA: TWILIGHT PRINCESS,GC,2006,Action,2023-08-25
247,POKEMON MYSTERY DUNGEON: EXPLORERS OF SKY,DS,2009,Role-Playing,2023-08-25
248,MARIO PARTY 7,GC,2005,Misc,2023-08-25
249,DONKEY KONG CLASSICS,NES,1988,Platform,2023-08-25
250,POKEMON PINBALL: RUBY & SAPPHIRE,GBA,2003,Misc,2023-08-25
251,MARIO PARTY 10,WiiU,2015,Misc,2023-08-25
252,FIRE EMBLEM FATES,3DS,2015,Role-Playing,2023-08-25
253,MARIO GOLF: TOADSTOOL TOUR,GC,2003,Sports,2023-08-25
254,DONKEY KONG COUNTRY: TROPICAL FREEZE,WiiU,2014,Platform,2023-08-25
255,F1 RACE,NES,1984,Racing,2023-08-25
256,ICE CLIMBER,NES,1985,Platform,2023-08-25
257,FINAL FANTASY: CRYSTAL CHRONICLES,GC,2003,Role-Playing,2023-08-25
258,BANJO-TOOIE,N64,2000,Platform,2023-08-25
259,NEW PLAY CONTROL! MARIO POWER TENNIS,Wii,2009,Sports,2023-08-25
260,NINTENDO WORLD CUP,NES,1990,Sports,2023-08-25
261,WARIO LAND II,GB,1997,Platform,2023-08-25
262,MARIO GOLF,N64,1999,Action,2023-08-25
263,MARIO SUPERSTAR BASEBALL,GC,2005,Sports,2023-08-25
264,LEGO CITY UNDERCOVER,3DS,2013,Platform,2023-08-25
265,4 NIN UCHI MAHJONG,NES,1984,Misc,2023-08-25
266,KIRBY SUPER STAR,SNES,1996,Platform,2023-08-25
267,CLASSIC NES SERIES: SUPER MARIO BROS.,GBA,2004,Platform,2023-08-25
268,THE LEGEND OF ZELDA: THE MINISH CAP,GBA,2004,Action,2023-08-25
269,SUPER METROID,SNES,1994,Action,2023-08-25
270,INAZUMA ELEVEN 2,DS,2009,Role-Playing,2023-08-25
271,METROID: OTHER M,Wii,2010,Action,2023-08-25
272,PAPER MARIO,N64,2000,Role-Playing,2023-08-25
273,BRAVELY DEFAULT: FLYING FAIRY,3DS,2012,Role-Playing,2023-08-25
274,POCKET MONSTERS STADIUM,N64,1998,Strategy,2023-08-25
275,YOSHI'S NEW ISLAND,3DS,2014,Platform,2023-08-25
276,MARIO & LUIGI: PARTNERS IN TIME,DS,2005,Role-Playing,2023-08-25
277,DONKEY KONG JUNGLE BEAT,GC,2004,Platform,2023-08-25
278,METROID PRIME 2: ECHOES,GC,2004,Shooter,2023-08-25
279,POKEMON RANGER: GUARDIAN SIGNS,DS,2010,Role-Playing,2023-08-25
280,GYROMITE,NES,1985,Puzzle,2023-08-25
281,YOSHI'S WOOLLY WORLD,WiiU,2015,Platform,2023-08-25
282,MYSTERY CASE FILES: MILLIONHEIR,DS,2008,Adventure,2023-08-25
283,YAKUMAN,GB,1989,Misc,2023-08-25
284,KID ICARUS: UPRISING,3DS,2012,Action,2023-08-25
285,POKEMON MYSTERY DUNGEON: GATES TO INFINITY,3DS,2012,Role-Playing,2023-08-25
286,HOGAN'S ALLEY,NES,1984,Shooter,2023-08-25
287,HYRULE WARRIORS,WiiU,2014,Action,2023-08-25
288,POKEMON XD: GALE OF DARKNESS,GC,2005,Role-Playing,2023-08-25
289,DIDDY KONG RACING DS,DS,2007,Racing,2023-08-25
290,TETRIS 2 (ALL REGION SALES),GB,1992,Puzzle,2023-08-25
291,KIRBY TILT 'N' TUMBLE,GB,2000,Puzzle,2023-08-25
292,DONKEY KONG COUNTRY 2,GBA,2004,Platform,2023-08-25
293,"WARIOWARE, INC.: MEGA MICROGAME$",GBA,2003,Puzzle,2023-08-25
294,MARIO POWER TENNIS,GC,2004,Sports,2023-08-25
295,GAME & WATCH GALLERY 2,GB,1997,Misc,2023-08-25
296,GAME & WATCH GALLERY 3,GB,1999,Misc,2023-08-25
297,GOLDEN SUN: THE LOST AGE,GBA,2002,Role-Playing,2023-08-25
298,PIKMIN 2,GC,2004,Strategy,2023-08-25
299,SOLARSTRIKER,GB,1989,Shooter,2023-08-25
300,MARIO VS. DONKEY KONG 2: MARCH OF THE MINIS,DS,2006,Puzzle,2023-08-25
301,POKÉPARK WII: PIKACHU'S ADVENTURE,Wii,2009,Adventure,2023-08-25
302,CAPTAIN TOAD: TREASURE TRACKER,WiiU,2014,Puzzle,2023-08-25
303,KOBE BRYANT IN NBA COURTSIDE,N64,1998,Sports,2023-08-25
304,FINAL FANTASY I & II: DAWN OF SOULS,GBA,2004,Role-Playing,2023-08-25
305,POKEMON SUPER MYSTERY DUNGEON,3DS,2015,Role-Playing,2023-08-25
306,MARIO TENNIS,GB,2000,Sports,2023-08-25
307,WARIO LAND: SHAKE IT!,Wii,2008,Platform,2023-08-25
308,MARIO VS. DONKEY KONG,GBA,2004,Puzzle,2023-08-25
309,JET FORCE GEMINI,N64,1999,Shooter,2023-08-25
310,QIX,GB,1990,Puzzle,2023-08-25
311,DONKEY KONGA,GC,2003,Misc,2023-08-25
312,POKEMON RUMBLE BLAST,3DS,2011,Action,2023-08-25
313,PILOTWINGS,SNES,1990,Simulation,2023-08-25
314,SUPER R.C. PRO-AM,GB,1991,Racing,2023-08-25
315,FANTASY LIFE,3DS,2012,Role-Playing,2023-08-25
316,DONKEY KONG,NES,1983,Platform,2023-08-25
317,POKÉMON MYSTERY DUNGEON: RED RESCUE TEAM (US WEEKLY SALES),GBA,2005,Role-Playing,2023-08-25
318,PILOTWINGS 64,N64,1996,Simulation,2023-08-25
319,YOSHI'S COOKIE,NES,1992,Puzzle,2023-08-25
320,DONKEY KONG JR.,NES,1983,Platform,2023-08-25
321,PIKMIN 3,WiiU,2013,Strategy,2023-08-25
322,THE LEGEND OF ZELDA: TRI FORCE HEROES,3DS,2015,Action,2023-08-25
323,F-ZERO X,N64,1998,Racing,2023-08-25
324,POPEYE,NES,1983,Platform,2023-08-25
325,TALES OF SYMPHONIA,GC,2003,Role-Playing,2023-08-25
326,ENDLESS OCEAN,Wii,2007,Adventure,2023-08-25
327,LEGO CITY UNDERCOVER,WiiU,2013,Platform,2023-08-25
328,STAR FOX: ASSAULT,GC,2005,Shooter,2023-08-25
329,SUPER PRINCESS PEACH,DS,2005,Platform,2023-08-25
330,POKEMON CONQUEST,DS,2012,Role-Playing,2023-08-25
331,NARUTO: CLASH OF NINJA 2,GC,2003,Fighting,2023-08-25
332,F-ZERO: MAXIMUM VELOCITY,GBA,2001,Racing,2023-08-25
333,KIRBY: MASS ATTACK,DS,2011,Platform,2023-08-25
334,DONKEY KONG LAND III,GB,N/A,Platform,2023-08-25
335,BAYONETTA 2,WiiU,2014,Action,2023-08-25
336,EXCITEBIKE 64,N64,2000,Racing,2023-08-25
337,NES OPEN TOURNAMENT GOLF,NES,1991,Sports,2023-08-25
338,GAME & WATCH GALLERY,GB,1997,Misc,2023-08-25
339,XENOBLADE CHRONICLES,Wii,2010,Role-Playing,2023-08-25
340,MARIO PARTY ADVANCE,GBA,2005,Misc,2023-08-25
341,TETRIS 2,NES,1993,Puzzle,2023-08-25
342,FIRE EMBLEM,GBA,2003,Strategy,2023-08-25
343,PILOTWINGS RESORT,3DS,2011,Simulation,2023-08-25
344,WII PLAY: MOTION,Wii,2011,Misc,2023-08-25
345,STAR FOX 64 3D,3DS,2011,Shooter,2023-08-25
346,MARIO TENNIS OPEN,3DS,2012,Sports,2023-08-25
347,THE LEGEND OF ZELDA: TWILIGHT PRINCESS HD,WiiU,2016,Action,2023-08-25
348,BALLOON FIGHT,NES,1985,Platform,2023-08-25
349,DISNEY MAGICAL WORLD,3DS,2013,Adventure,2023-08-25
350,FOSSIL FIGHTERS,DS,2008,Role-Playing,2023-08-25
351,CLASSIC NES SERIES: THE LEGEND OF ZELDA,GBA,2004,Adventure,2023-08-25
352,FIRE EMBLEM: THE SACRED STONES,GBA,2004,Strategy,2023-08-25
353,POKEMON CARD GB2: HERE COMES TEAM GR!,GB,2001,Strategy,2023-08-25
354,WII FIT U,WiiU,2013,Sports,2023-08-25
355,ENDLESS OCEAN: BLUE WORLD,Wii,2009,Simulation,2023-08-25
356,THE LEGENDARY STARFY,DS,2008,Platform,2023-08-25
357,KIRBY: PLANET ROBOBOT,3DS,2016,Action,2023-08-25
358,GOLDEN SUN: DARK DAWN,DS,2010,Role-Playing,2023-08-25
359,XENOBLADE CHRONICLES X,WiiU,2015,Role-Playing,2023-08-25
360,METROID: ZERO MISSION,GBA,2004,Adventure,2023-08-25
361,CLU CLU LAND,NES,1984,Puzzle,2023-08-25
362,KILLER INSTINCT GOLD,N64,1996,Fighting,2023-08-25
363,THE LEGEND OF ZELDA: FOUR SWORDS ADVENTURES,GC,2004,Action,2023-08-25
364,EARTHBOUND,SNES,1994,Role-Playing,2023-08-25
365,MARIO & SONIC AT THE SOCHI 2014 OLYMPIC WINTER GAMES,WiiU,2013,Sports,2023-08-25
366,CAPCOM'S SOCCER SHOOTOUT,SNES,1993,Sports,2023-08-25
367,MAJOR LEAGUE BASEBALL FEATURING KEN GRIFFEY JR,N64,1998,Sports,2023-08-25
368,PERSONAL TRAINER: WALKING,DS,2008,Sports,2023-08-25
369,POKEPARK 2: WONDERS BEYOND,Wii,2011,Action,2023-08-25
370,PROFESSOR LAYTON AND THE AZRAN LEGACY,3DS,2013,Puzzle,2023-08-25
371,METROID PRIME HUNTERS,DS,2006,Shooter,2023-08-25
372,TETRIS PARTY DELUXE,DS,2010,Puzzle,2023-08-25
373,POKEMON DASH,DS,2004,Racing,2023-08-25
374,DONKEY KONG COUNTRY 3,GBA,2005,Platform,2023-08-25
375,JUMP ULTIMATE STARS,DS,2006,Fighting,2023-08-25
376,MARIO & LUIGI: PAPER JAM,3DS,2015,Role-Playing,2023-08-25
377,SWORD OF MANA,GBA,2003,Role-Playing,2023-08-25
378,CLASSIC NES SERIES: DONKEY KONG,GBA,2004,Platform,2023-08-25
379,YOSHI,GB,1991,Puzzle,2023-08-25
380,KIRBY: CANVAS CURSE,DS,2005,Platform,2023-08-25
381,PRACTISE ENGLISH!,DS,2007,Misc,2023-08-25
382,JUST DANCE WII,Wii,2011,Misc,2023-08-25
383,STYLE SAVVY: TRENDSETTERS,3DS,2012,Simulation,2023-08-25
384,MONSTER HUNTER TRI,WiiU,2012,Role-Playing,2023-08-25
385,RHYTHM HEAVEN: THE BEST+,3DS,2015,Misc,2023-08-25
386,BLAST CORPS,N64,1997,Action,2023-08-25
387,"WARIOWARE, INC.: MEGA PARTY GAME$",GC,2003,Puzzle,2023-08-25
388,ADVANCE WARS,GBA,2001,Strategy,2023-08-25
389,CLASSIC NES SERIES: ZELDA II: THE ADVENTURE OF LINK,GBA,2004,Adventure,2023-08-25
390,FIRE EMBLEM: MONSH? NO NAZO,SNES,1994,Role-Playing,2023-08-25
391,MARIO PINBALL LAND,GBA,2004,Misc,2023-08-25
392,NINTENDO PRESENTS: NEW STYLE BOUTIQUE 2 - FASHION FORWARD,3DS,2015,Misc,2023-08-25
393,KIRBY'S DREAM COLLECTION: SPECIAL EDITION,Wii,2012,Action,2023-08-25
394,THE LAST STORY,Wii,2011,Role-Playing,2023-08-25
395,FOSSIL FIGHTERS: CHAMPIONS,DS,2010,Role-Playing,2023-08-25
396,100 CLASSIC BOOKS,DS,2008,Misc,2023-08-25
397,WARIO: MASTER OF DISGUISE,DS,2007,Platform,2023-08-25
398,NEW PLAY CONTROL! PIKMIN,Wii,2008,Strategy,2023-08-25
399,F-ZERO GX,GC,2003,Racing,2023-08-25
400,YOSHI TOPSY-TURVY,GBA,2004,Platform,2023-08-25
401,ADVANCE WARS 2: BLACK HOLE RISING,GBA,2003,Strategy,2023-08-25
402,FIRE EMBLEM: SHADOW DRAGON,DS,2008,Role-Playing,2023-08-25
403,CRUIS'N WORLD,N64,1998,Racing,2023-08-25
404,DONKEY KONG BARREL BLAST,Wii,2007,Racing,2023-08-25
405,METROID PRIME: TRILOGY,Wii,2009,Shooter,2023-08-25
406,ADVANCE WARS: DAYS OF RUIN,DS,N/A,Strategy,2023-08-25
407,MARIO'S PICROSS,GB,1995,Puzzle,2023-08-25
408,GANBARU WATASHI NO KAKEI DIARY,DS,2007,Misc,2023-08-25
409,NEW PLAY CONTROL! DONKEY KONG JUNGLE BEAT,Wii,2008,Platform,2023-08-25
410,FINAL FANTASY IV ADVANCE,GBA,2005,Role-Playing,2023-08-25
411,GAME & WATCH GALLERY 4,GBA,2002,Misc,2023-08-25
412,NEW PLAY CONTROL! PIKMIN 2,Wii,2009,Strategy,2023-08-25
413,WAVE RACE: BLUE STORM,GC,2001,Racing,2023-08-25
414,WARIOWARE D.I.Y.,DS,2009,Misc,2023-08-25
415,MICKEY'S SPEEDWAY USA,N64,2000,Racing,2023-08-25
416,POKEMON TROZEI!,DS,2005,Puzzle,2023-08-25
